Tanggal,"Temperatur Minimum	 (°C)",Temperatur Maksimum (°C),Temperatur Rata-rata (°C),Kelembapan Rata-rata (%),Curah Hujan (mm),Lamanya Penyinaran Matahari (jam),Kecepatan Angin Maksimum (m/s),Arah Angin Saat Kecepatan Maksimum (°),Kecepatan Angin Rata-rata (m/s),Arah Angin Terbanyak (°)
17-03-2019,20.4,27,22.5,83,13.2,2.3,4,270,1,C 
18-03-2019,20,29,23.4,78,1.2,0.5,5,150,2,C 
19-03-2019,20,28,23.3,85,0,2,4,290,1,C 
20-03-2019,19.6,30,23.3,82,27.7,1.3,4,310,1,NW
21-03-2019,19.6,30.4,23.2,82,2.6,6.5,6,280,2,W 
22-03-2019,20.6,30.8,24.4,77,2,5.9,5,290,3,W 
23-03-2019,20.8,29.6,25,74,0,7.5,5,270,3,W 
24-03-2019,21.7,29,24.4,73,2.6,6,5,300,2,NW
25-03-2019,21.8,30.6,24.7,78,0,1.7,5,280,2,C 
26-03-2019,21.4,31.4,24.6,76,0.2,5.3,3,290,2,W 
27-03-2019,21.3,30.2,24,83,28.4,7.4,3,110,1,C 
28-03-2019,20.8,29.4,23.6,84,2.3,2.6,3,230,1,C 
29-03-2019,20.2,32,23.9,80,6.2,4.8,5,160,2,C 
30-03-2019,20,28.4,23.3,87,20.5,7.6,5,270,2,C 
31-03-2019,20,27,22.3,89,4.6,0.5,5,280,1,C 
01-04-2019,20,30.6,23.1,84,0.9,2.7,3,280,1,SE
02-04-2019,20.1,28.6,23.1,85,0,4.6,3,300,2,C 
03-04-2019,18.9,30.4,23.2,80,11,4.4,3,160,2,C 
04-04-2019,18.6,29.2,23.9,84,16.6,7.4,4,270,1,C 
05-04-2019,20.8,28.4,23.6,85,36.1,4.5,4,350,1,C 
06-04-2019,20,30.2,23.4,82,7,3.4,3,300,2,C 
07-04-2019,19.8,32,24,79,8888,6.7,7,240,2,W 
08-04-2019,20,30.6,23.5,86,49.7,7.5,4,280,1,C 
09-04-2019,20.7,30.8,24.8,82,28.4,7.7,4,250,1,C 
10-04-2019,22,31.6,25.9,76,8888,7.1,6,240,3,W 
11-04-2019,22.6,31.4,25.7,74,0,8.7,5,280,2,C 
12-04-2019,21.4,31,24.9,75,0,5.8,7,210,2,SW
13-04-2019,21.4,30,24.4,84,0.1,8.4,3,270,1,C 
14-04-2019,21.2,29.4,23.7,85,29,3.7,5,310,1,C 
15-04-2019,20.9,31.2,24.1,82,23,4,3,160,2,W 
16-04-2019,20.8,28.8,23.1,84,2.8,6.3,4,210,1,C 
17-04-2019,19.8,28.7,23,86,9.6,4,5,290,1,C 
18-04-2019,19.8,29,23.1,89,5.5,6,3,130,1,C 
19-04-2019,20.2,27.4,23.2,89,13,3.2,3,140,1,C 
20-04-2019,20.8,28.8,24.1,87,22.2,2,3,230,1,C 
21-04-2019,20.6,28.6,23.6,80,8888,2,4,130,1,C 
22-04-2019,19.8,31.4,24.4,75,0,4.5,6,120,2,SE
23-04-2019,20.2,31,24.7,80,0,7.1,5,140,2,SE
24-04-2019,21.6,26.8,23.4,83,7.3,6.6,2,280,0,C 
25-04-2019,19.8,29.6,23.6,82,0.2,0,4,210,1,C 
26-04-2019,19.9,29.4,24.1,82,19.5,5.9,3,250,1,C 
27-04-2019,19,29.4,24.1,85,1,5.7,3,150,1,C 
28-04-2019,19.8,27.7,23,88,8.8,4.7,2,240,1,C 
29-04-2019,21.4,30.4,24.9,83,2.4,3.6,5,260,2,C 
30-04-2019,21.8,30.4,25.3,86,4.8,5.8,5,250,2,W 
01-05-2019,22,29.4,25.1,81,6.1,4.3,5,250,2,W 
02-05-2019,21.6,30.4,24.5,76,0,5.4,5,290,2,E 
03-05-2019,21,31.2,24.4,80,0.6,5.7,4,300,2,C 
04-05-2019,21,30.6,24.9,79,0.4,7.7,5,300,2,W 
05-05-2019,21,29.6,23.9,82,32.2,7.1,4,120,2,SE
06-05-2019,21,27.6,23.8,85,1.2,5,4,290,1,W 
07-05-2019,20,29.4,24,80,12.5,3.7,3,270,1,C 
08-05-2019,20,29.2,23.7,84,8888,6.4,4,160,2,C 
09-05-2019,21,30,23.6,85,9,3.9,4,250,2,SE
10-05-2019,21,30,24.1,82,59,7.1,3,120,1,C 
11-05-2019,20,29.2,23.5,84,3,5.3,5,270,2,C 
12-05-2019,20,31,23.9,80,14.7,4.9,7,300,2,C 
13-05-2019,20,29,24.1,81,10.5,6.6,3,150,1,C 
14-05-2019,21,29.6,24.1,78,5.8,6.2,4,140,1,C 
15-05-2019,20,29.2,23.5,82,0.2,5.8,3,110,2,E 
16-05-2019,20,30.2,23.4,86,17.5,4.9,5,270,2,C 
17-05-2019,19,30.5,23.6,73,34,7.1,5,100,2,C 
18-05-2019,19,28.4,23,74,0,9.4,4,200,1,S 
19-05-2019,19,29,23.2,76,0,6,5,240,1,C 
20-05-2019,19,29.2,23.9,79,0,7.6,4,120,2,SE
21-05-2019,19,30.4,24,74,2.3,5,5,90,2,C 
22-05-2019,19,30.2,24,78,0,8.7,5,140,2,W 
23-05-2019,19,30.2,23.5,72,8888,7,4,130,2,C 
24-05-2019,19,30.6,24.3,71,0,6.6,6,40,2,C 
25-05-2019,20,30.2,23.8,73,0,8.9,5,270,1,C 
26-05-2019,20,30,23.7,75,0,8.2,4,100,1,C 
27-05-2019,20,28.8,23.7,78,1.3,6.3,3,210,2,C 
28-05-2019,19,28.6,23.5,80,0,5.5,4,290,1,C 
29-05-2019,20,29.4,23.3,82,19.8,4.6,4,20,2,C 
30-05-2019,20,30,23.4,80,2.5,7.4,4,140,1,C 
31-05-2019,19,30,23.5,68,10.4,6.9,4,140,2,SE
01-06-2019,19,30,22.8,78,0,8.2,7,120,2,C 
02-06-2019,19,29.8,23.5,78,5.1,7.3,3,140,2,C 
03-06-2019,19,28,22.9,78,0.2,8.3,3,40,1,C 
04-06-2019,19,29.2,23.3,76,0,1.6,4,280,2,C 
05-06-2019,18,31.2,24.1,75,0,6.2,5,300,2,C 
06-06-2019,20,30.4,25.1,73,0,3.5,3,330,1,W 
07-06-2019,22,29.4,25.1,73,0,8.6,5,310,1,C 
08-06-2019,21,29.2,23.2,80,0,6.1,5,250,1,C 
09-06-2019,18,30.8,23.3,68,11,5.8,4,150,1,C 
10-06-2019,17,30,22.8,71,0,9,5,300,2,C 
11-06-2019,18,31.4,24.8,71,0,6.5,5,270,2,E 
12-06-2019,20,30.6,24.1,70,0,6.7,4,150,2,SE
13-06-2019,20,31,24.5,74,0,7.2,5,140,2,SE
14-06-2019,20,29.4,23.6,74,0,7.8,4,60,2,SE
15-06-2019,20,29.6,24.2,74,0,5,6,160,3,SE
16-06-2019,20,30.4,24,73,0,7.9,5,310,2,NW
17-06-2019,19,30.4,23.2,70,10.2,7.1,4,280,2,E 
18-06-2019,17,30.2,22.5,74,0,9.4,5,130,2,W 
19-06-2019,17,29.6,22.7,68,0,9.1,3,270,1,C 
20-06-2019,17,31.2,22.9,68,0,8.5,4,320,1,C 
21-06-2019,17,29.4,22.1,70,0,9.1,3,150,1,C 
22-06-2019,17,29.8,22.6,67,0,9.2,5,270,2,C 
23-06-2019,18,29.8,22.6,74,0,7.9,4,270,2,C 
24-06-2019,19,28.6,22.8,73,0,6.6,5,280,1,C 
25-06-2019,17,30.8,22.5,67,0,6.8,5,70,2,E 
26-06-2019,17,29,22.1,73,0,9,3,200,1,S 
27-06-2019,17,29,22.8,73,0,5.5,4,300,1,C 
28-06-2019,19,30.2,23.4,72,0,5.7,3,140,2,SE
29-06-2019,18,31.2,23,63,0,8.1,5,110,2,SE
30-06-2019,18,29.8,23.1,68,0,9.3,5,280,2,W 
01-07-2019,18,30.2,23.1,68,0,8.8,3,270,1,NW
02-07-2019,18,30,23.7,70,0,9.3,6,180,2,S 
03-07-2019,19,30.8,23.9,70,0,8.5,5,320,2,E 
04-07-2019,20,29.2,23.4,77,0,8.5,5,290,2,W 
05-07-2019,20,29.4,23.9,75,8.8,5.3,5,130,3,E 
06-07-2019,21,28.6,24,75,0,2.9,3,120,2,SE
07-07-2019,19,29.8,23.3,79,0,4.4,3,200,1,C 
08-07-2019,19,29.4,22.9,77,3.8,6.2,4,120,2,SE
09-07-2019,19,29.6,23.2,74,0.8,5.8,4,100,2,E 
10-07-2019,18,29.6,22.7,71,0,8.2,5,270,2,SE
11-07-2019,17,29,21.9,73,0,9.2,3,130,2,E 
12-07-2019,16,29.2,21.5,73,0,7.3,4,260,1,C 
13-07-2019,17,29.6,22.4,69,0,8.9,4,80,2,SE
14-07-2019,17,29.2,21.8,67,0,9.4,4,150,2,SE
15-07-2019,17,27.8,21.4,71,0,8.6,5,290,2,C 
16-07-2019,17,30,21.9,60,0,7.8,6,150,3,SE
17-07-2019,15,29.2,20.9,67,0,9.4,4,160,2,C 
18-07-2019,15,29.8,21.5,68,0,9.2,5,150,2,E 
19-07-2019,16,28,23.2,74,0,9.5,3,130,2,E 
20-07-2019,21,29.6,23.8,72,0,1.5,4,120,3,SE
21-07-2019,21,30.4,24.5,70,8888,3.3,7,150,2,E 
22-07-2019,19,30.4,23.3,67,0,9.3,3,70,2,C 
23-07-2019,18,30.8,22.6,62,0,7.6,5,150,2,C 
24-07-2019,18,30,23.7,67,0,9.4,2,280,1,C 
25-07-2019,18,30.8,23.2,65,0,9,5,130,2,E 
26-07-2019,18,30.6,22.8,74,0,9.6,4,300,2,W 
27-07-2019,18,28.8,22.9,72,0,9.5,4,300,2,C 
28-07-2019,19,32.2,23.9,67,0,6.6,3,120,2,SE
29-07-2019,18,31,22.6,63,0,8.6,4,270,2,SE
30-07-2019,17,30.6,22.4,70,0,9.5,4,80,1,C 
31-07-2019,17,30.2,23.5,59,0,8.4,5,130,3,SE
01-08-2019,17,30.6,22.9,65,0,9.4,5,210,2,E 
02-08-2019,18,30.6,23.7,70,0,9.2,5,300,2,SE
03-08-2019,17,30,22.1,70,0,5.3,5,90,2,SE
04-08-2019,17,30.8,22.3,60,0,6.7,3,20,2,SE
05-08-2019,15,29.4,21.3,59,0,8.3,5,260,2,W 
06-08-2019,16,29.8,21.5,61,0,9.6,5,100,2,E 
07-08-2019,16,29,22,60,0,9.4,5,270,2,SE
08-08-2019,17,30.6,22.3,65,0,8.7,3,110,1,C 
09-08-2019,17,30.4,23.1,67,0,9.5,3,100,1,C 
10-08-2019,18,30.2,23.2,67,0,8.3,6,210,2,C 
11-08-2019,18,30.4,23.1,68,0,9.7,4,240,2,C 
12-08-2019,18,30.2,22.7,70,0,8.9,4,270,1,W 
13-08-2019,18,30,23,70,0,8.2,5,280,2,C 
14-08-2019,18,30,23.1,72,0,6.3,3,10,2,E 
15-08-2019,19,30,24.2,68,0,5.7,5,80,2,E 
16-08-2019,19,31.6,23.5,68,8888,5.5,4,270,2,C 
17-08-2019,19,31.6,23.8,61,8888,7.9,5,120,2,E 
18-08-2019,17,30.4,22.3,62,0,7.7,5,140,2,C 
19-08-2019,17,30.8,22.8,62,0,8.3,5,140,2,SE
20-08-2019,17,30.6,23.2,66,0,8,6,100,2,E 
21-08-2019,18,32.4,23.5,68,0,7.5,6,20,3,E 
22-08-2019,18,30.2,23.6,71,0,8.8,4,130,1,C 
23-08-2019,19,32.4,24.1,61,0,5.5,8,120,3,SE
24-08-2019,17,30.6,22.5,68,0,9.2,5,90,2,E 
25-08-2019,18,30.6,23,70,0,8.2,4,150,2,SE
26-08-2019,18,29.6,23.4,72,0,7.8,5,160,2,C 
27-08-2019,20,29.2,23.4,77,0,4.8,4,300,2,E 
28-08-2019,20,30.8,24.1,73,0.2,4.9,4,270,2,NE
29-08-2019,20,31.4,24.2,66,0,7.1,4,290,1,C 
30-08-2019,19,32.8,24.1,58,8888,6.7,5,160,2,SE
31-08-2019,16,30.4,22.3,52,0,8.6,4,120,2,SE
01-09-2019,16,31.4,23.3,69,0,8.3,5,120,2,C 
02-09-2019,18,32,23.7,74,0,7.2,4,50,2,SE
03-09-2019,19,31.2,24.3,71,0,8.8,4,70,2,E 
04-09-2019,20,32,24.1,73,0,5.4,2,260,1,C 
05-09-2019,18,31,23.5,64,22.7,6.3,3,70,2,W 
06-09-2019,17,32.4,23.5,59,0,7.3,3,180,2,NE
07-09-2019,17,31.6,22.7,60,0,9.4,6,160,3,E 
08-09-2019,17,32,23.7,63,0,8.2,5,250,2,SE
09-09-2019,18,32,24.5,68,0,9.4,6,200,2,E 
10-09-2019,20,33.6,25.3,58,0,9.2,5,20,2,SE
11-09-2019,19,32.8,24.3,52,0,9.4,4,100,2,NW
12-09-2019,18,33.4,23.6,54,0,9.3,5,300,2,SE
13-09-2019,17,30.6,22.7,55,0,8.8,5,120,3,W 
14-09-2019,17,30.6,21.8,66,0,8.9,5,120,3,E 
15-09-2019,17,29.6,22.2,70,0,8.9,7,350,2,NE
16-09-2019,18,30,23,73,0,5.4,6,360,2,NE
17-09-2019,18,32.2,23.9,67,0,4.8,3,80,2,W 
18-09-2019,19,32.8,23.5,73,0,8,3,140,2,W 
19-09-2019,19,32,23.8,69,32.3,7.3,4,90,2,E 
20-09-2019,17,32,23,60,0,8,6,100,3,E 
21-09-2019,18,31.2,23.6,67,0,7.3,6,270,2,E 
22-09-2019,19,32.4,24.2,62,0,6.8,8,340,2,N 
23-09-2019,19,32.6,24.4,66,0,9.1,5,280,2,NE
24-09-2019,19,32.4,24.6,66,0,9.1,6,300,2,E 
25-09-2019,19,33.8,25.3,64,0,6.9,9,100,4,SE
26-09-2019,19,33,24.8,64,0,8.5,7,120,3,SE
27-09-2019,18,32.6,23.8,60,0,6.7,5,110,3,E 
28-09-2019,19,31.6,24.7,65,0,7.6,3,120,2,E 
29-09-2019,20,30,24.4,71,0,5.3,3,20,2,W 
30-09-2019,20,31.4,25.1,61,8888,5,4,40,2,NE
01-10-2019,18,33,24.6,61,0,6.5,5,120,3,E 
02-10-2019,18,32.4,25,60,0,7.6,8,60,4,E 
03-10-2019,20,31.8,24.8,66,0,7,5,180,3,NE
04-10-2019,20,33.4,26.4,54,0,8.5,5,360,3,SE
05-10-2019,20,32.6,25.4,42,0,8.9,7,110,4,E 
06-10-2019,18,33.2,24.3,53,0,8.3,5,60,3,E 
07-10-2019,19,31.6,24.3,61,0,7.7,5,20,3,E 
08-10-2019,20,32,23.8,70,0,7.8,5,160,2,E 
09-10-2019,19,31.6,23.5,74,4.2,4.4,4,330,2,C 
10-10-2019,19,30.4,24,76,8888,4.1,3,90,1,W 
11-10-2019,21,31,25.1,71,8.4,4.7,5,70,2,NE
12-10-2019,20,31.2,23.5,76,0,4.9,5,130,2,S 
13-10-2019,19,32.8,24.5,63,1,5.1,4,120,2,SE
14-10-2019,18,34,24.3,57,0,6.5,5,100,2,SE
15-10-2019,18,31.6,24.6,67,0,6.4,3,140,1,SE
16-10-2019,20,32,25.6,64,1,0.9,5,50,2,E 
17-10-2019,21,32.2,25.1,72,0,3.6,4,320,2,SE
18-10-2019,20,31.8,25.3,68,8888,4.6,5,240,2,NW
19-10-2019,21,31,24.7,68,0,8,4,350,2,E 
20-10-2019,20,34,26,62,0,6.1,6,120,4,E 
21-10-2019,20,33.8,26.9,49,0,9.4,9,120,4,SE
22-10-2019,21,34.4,27.2,51,0,9.2,5,120,3,SE
23-10-2019,20,34.5,26.3,52,0,9.3,8,120,3,SE
24-10-2019,20,35,26.5,50,0,9,8,170,4,SE
25-10-2019,20,33,24.7,62,0,9.3,3,140,1,SE
26-10-2019,20,32.7,25.1,68,0,6.5,5,230,2,E 
27-10-2019,20,29.6,23,81,21,5,3,260,1,NW
28-10-2019,19,32.8,24.3,67,26,4,3,240,2,E 
29-10-2019,19,31.8,23.9,70,0.4,7.9,3,320,1,C 
30-10-2019,19,31,23.5,76,18,6.5,5,260,2,C 
31-10-2019,20,30.7,24.7,71,4.2,5.9,3,280,1,C 
01-11-2019,21,29.3,23.6,81,2.5,5.9,4,120,1,E 
02-11-2019,21,28.6,22.6,90,61,0.9,3,270,1,C 
03-11-2019,20,29.2,23.5,80,15.5,1.9,3,120,1,C 
04-11-2019,21,29.2,23.6,82,31.2,4.2,5,240,2,C 
05-11-2019,19,31,22.8,78,3.2,3.2,5,240,2,C 
06-11-2019,19,31.6,22.8,78,10.8,6.7,5,300,2,W 
07-11-2019,17,32.4,23.2,68,19.2,7,4,330,2,C 
08-11-2019,18,31.4,22.9,78,2.2,6.8,3,290,1,E 
09-11-2019,20,32.2,24.3,72,5.6,4.8,9,30,2,E 
10-11-2019,20,32.2,24,76,0.2,7,5,300,2,C 
11-11-2019,20,30.6,24.3,74,14.7,7.9,5,320,2,E 
12-11-2019,20,31.4,25.1,70,6.3,5.5,5,30,2,C 
13-11-2019,21,31.2,25.1,75,0,5.1,6,100,2,E 
14-11-2019,21,29.2,24.7,72,3.5,6.8,4,140,2,E 
15-11-2019,21,33.2,25.9,60,0,1.5,5,170,2,E 
16-11-2019,20,33.2,26.1,46,0,7,5,170,3,SE
17-11-2019,20,32.2,25.7,60,0,8.9,5,140,2,E 
18-11-2019,21,34.2,25.9,61,0,7.1,7,130,4,SE
19-11-2019,20,32.8,24.8,72,0,7.2,4,20,2,SE
20-11-2019,21,30.2,24.1,76,0.2,6.6,3,150,1,C 
21-11-2019,21,30.8,24.5,75,31,4.7,4,120,2,C 
22-11-2019,21,28.6,23.6,81,5.7,8.1,4,330,2,C 
23-11-2019,20,29.5,23.5,80,6.6,3.4,4,200,2,C 
24-11-2019,19,30.2,23.6,77,0.6,3.9,3,150,1,C 
25-11-2019,20,30.4,23.5,81,13.8,5,3,180,1,C 
26-11-2019,20,30,23.2,82,20.3,5.5,2,260,1,C 
27-11-2019,20,29.8,24.3,78,16.6,4.6,3,270,2,W 
28-11-2019,20,30.5,24.7,78,8888,4.7,3,140,1,NW
29-11-2019,21,31.3,25.5,75,0.2,4.5,5,120,2,C 
30-11-2019,21,32.2,24.5,76,0,5.2,3,120,1,C 
01-12-2019,21,30.4,24.7,78,0.8,5.3,3,200,1,C 
02-12-2019,20,29.6,24.2,81,0.2,5.1,2,280,1,C 
03-12-2019,21,29.8,24.1,81,8888,2.5,3,290,2,W 
04-12-2019,21,31,24,82,13,3.2,4,240,1,C 
05-12-2019,21,29.8,24.7,82,14.6,5.6,5,290,1,C 
06-12-2019,22,29.8,24.4,82,0.2,3.8,3,100,1,C 
07-12-2019,21,28,23.2,88,12.2,1.2,5,240,1,C 
08-12-2019,21,32.6,25.1,77,9.2,0.5,5,120,2,SE
09-12-2019,21,31.2,25.1,74,0.2,7.4,3,100,2,SE
10-12-2019,21,28.6,24,82,0,4.8,3,320,1,C 
11-12-2019,20,32.3,23.8,78,8888,4.8,7,120,3,SE
12-12-2019,20,27.7,23.6,82,0,5.7,5,260,2,W 
13-12-2019,20,30.2,23,82,0,0.9,4,290,1,C 
14-12-2019,20,29.6,23.2,84,57,5.2,3,240,1,C 
15-12-2019,20,28.4,23.4,84,8,4.9,2,90,1,C 
16-12-2019,21,27,23.2,88,0.6,2.2,3,280,1,W 
17-12-2019,21,29,23.2,88,12,0.1,5,270,1,C 
18-12-2019,20,29.4,22.8,86,28.2,3,5,140,2,C 
19-12-2019,19,29.4,23.3,85,23,6.1,3,120,1,C 
20-12-2019,21,30.6,23.8,84,14.6,2.9,6,270,2,W 
21-12-2019,20,32,24.7,77,5,5.8,3,310,1,W 
22-12-2019,21,29.6,23,84,1,7.9,3,270,1,C 
23-12-2019,20,30.4,24,80,54.8,3.5,3,210,1,C 
24-12-2019,20,30,23.9,82,0,6,3,290,1,C 
25-12-2019,21,29.4,23.7,82,5.6,4,4,230,1,C 
26-12-2019,21,29.2,23.2,86,1.4,2.9,2,240,1,C 
27-12-2019,21,28.4,22.4,93,2.2,3.6,3,340,1,C 
28-12-2019,20,27.8,22.2,92,40.4,3,3,280,1,C 
29-12-2019,20,29,24.2,78,10.5,1.9,5,240,2,W 
30-12-2019,21,28.6,24.4,80,0,3,3,310,1,C 
31-12-2019,22,30,23.4,88,0.8,2.4,3,270,0,C 
01-01-2020,21.2,25.2,22.3,88,13.4,3.9,4,250,2,W 
02-01-2020,21,28.8,23.6,84,2.2,0,5,290,3,W 
03-01-2020,21,29.1,24.8,76,8888,5.4,5,300,3,NW
04-01-2020,22,29.4,24.4,78,0,3.1,5,290,4,W 
05-01-2020,22,28,24.1,81,0,3.1,7,270,3,W 
06-01-2020,22.2,28.6,24.4,77,0,1,6,280,2,W 
07-01-2020,21.6,28.8,23.7,83,3,4.2,4,240,1,SW
08-01-2020,21.9,29,23.8,82,0.3,2.5,7,290,4,W 
09-01-2020,21.4,25,22.2,92,6,2.5,4,360,2,W 
10-01-2020,21.1,27.4,23.4,78,10,0,7,270,3,W 
11-01-2020,21.4,28.2,23.3,76,8888,0.6,6,300,3,W 
12-01-2020,20.6,30.8,24.9,68,8888,0.5,5,240,3,W 
13-01-2020,21,30.6,24.8,70,0,8.4,6,300,3,W 
14-01-2020,21.1,31,24.7,80,0,7.9,5,270,3,W 
15-01-2020,21,27.8,24.2,80,0,8.7,6,280,3,W 
16-01-2020,21,30.8,24.4,76,8888,2.1,3,330,2,NW
17-01-2020,21.3,32,24.6,78,0.4,3.9,5,210,2,SE
18-01-2020,21.6,30,24.8,81,5.2,7.1,5,270,2,SW
19-01-2020,22,30.2,25.3,79,0,5.7,3,240,2,W 
20-01-2020,22.5,31.4,25.4,78,8888,4.6,4,120,1,C 
21-01-2020,22.6,30.8,25,82,0.8,4.8,4,280,1,C 
22-01-2020,21,28.8,22.7,89,8,4.3,4,140,1,C 
23-01-2020,21,28.6,23.9,85,25.7,2.5,3,220,1,C 
24-01-2020,21,30,24.2,84,16,1.2,5,240,1,C 
25-01-2020,21,28.2,23.5,89,41.7,4.2,3,280,1,C 
26-01-2020,20.5,30,24.1,83,50.9,1.6,5,210,2,SE
27-01-2020,21.5,29,23.1,90,0.2,5.5,5,140,1,C 
28-01-2020,19.8,28.2,22.7,87,10.2,2.7,2,90,0,C 
29-01-2020,19.8,29,23.3,86,10.2,2.5,5,300,2,C 
30-01-2020,20.4,29.8,23.9,80,3.4,3.7,4,270,1,C 
31-01-2020,20.2,28.6,23.8,80,0,1.9,5,320,2,W 
01-02-2020,21.2,29.4,23.4,84,8888,2.6,5,240,2,W 
02-02-2020,21.3,28.4,23.6,84,5,3.1,5,290,2,W 
03-02-2020,21.2,29.9,24.5,78,0,3.9,5,280,2,W 
04-02-2020,21.4,29.4,23.7,86,26.4,6.2,7,240,2,C 
05-02-2020,20.6,29,23.2,86,32.3,3.6,3,210,1,C 
06-02-2020,20.6,28.8,23.3,87,84.5,3.5,5,270,1,C 
07-02-2020,20.7,29.4,23.3,84,1.1,2.7,4,240,1,C 
08-02-2020,20.7,26.8,23.4,83,13.2,4.2,5,300,2,W 
09-02-2020,20,29.8,24,80,0.2,1.8,5,320,2,W 
10-02-2020,21,31,24.9,73,8888,5.5,8,310,3,C 
11-02-2020,22,29.4,24,77,8888,5.4,5,210,1,C 
12-02-2020,21,32.2,24.5,80,8888,2.3,2,230,1,C 
13-02-2020,20.8,28.4,23.4,88,8,5.5,3,130,1,C 
14-02-2020,20.8,28,22.8,88,6.2,2.1,2,270,0,C 
15-02-2020,20.6,30.6,23.6,86,46,3,5,150,1,C 
16-02-2020,19.7,29.4,22.5,86,24,2.9,5,290,2,C 
17-02-2020,19.8,29.8,21.8,91,17,1.2,5,270,1,C 
18-02-2020,20,28.6,23.1,85,13.9,2.7,2,280,1,C 
19-02-2020,20.4,30,23.3,84,4.2,0.5,5,270,2,W 
20-02-2020,20.3,26.8,22.2,90,0.5,5.4,6,330,3,NW
21-02-2020,21.4,28.2,23.8,81,7.1,0.4,6,290,3,W 
22-02-2020,20.4,30.4,23.9,82,0,3.9,6,240,3,SW
23-02-2020,21,29.4,24.7,80,8888,3,6,240,4,SW
24-02-2020,21.6,26.4,23,87,5,0.8,5,270,3,W 
25-02-2020,21.2,28,23.2,86,11.6,0,4,270,2,W 
26-02-2020,21,30.4,24,84,8888,0,5,290,2,W 
27-02-2020,21,29.6,24.5,82,5.6,1.2,7,210,3,SW
28-02-2020,22,31,24.5,84,0.5,0,6,240,2,C 
29-02-2020,21.8,31,25,81,24.3,0.7,5,240,2,SW
01-03-2020,21.8,30.4,24.7,84,8888,1.5,5,280,2,W 
02-03-2020,22.1,30,25.1,76,2,3.5,5,300,2,W 
03-03-2020,20,30.8,23.8,78,0.5,5.3,5,270,2,W 
04-03-2020,20,30.6,24.4,76,,7.4,8,240,3,W 
05-03-2020,20.8,29,24.1,72,9.9,5.1,3,280,1,W 
06-03-2020,21,31.2,24.5,74,6,1.4,4,240,2,W 
07-03-2020,20.8,29.8,25.3,72,0.4,6.4,5,260,2,W 
08-03-2020,21.9,29.2,24.3,72,,6.8,5,270,2,W 
09-03-2020,21.7,29.2,24.6,69,3.4,3.4,6,230,3,W 
10-03-2020,21.6,31.6,25.6,72,,3.2,4,240,2,NW
11-03-2020,22.2,31.4,25.3,77,0.4,5.7,5,290,2,W 
12-03-2020,22.6,27.8,23.8,84,8888,5.6,3,290,1,W 
13-03-2020,21.4,30.6,25.2,78,5.2,0.8,5,270,2,SW
14-03-2020,21.4,29,24,84,0,7.6,3,290,1,C 
15-03-2020,20.2,30.6,23.8,86,6.4,3.1,3,340,1,C 
16-03-2020,20.6,29.4,23.4,88,38.5,5,3,300,1,C 
17-03-2020,20,31.2,24.3,78,6.4,4.8,3,240,1,C 
18-03-2020,20,27.4,23.3,91,0.5,5.2,2,100,1,C 
19-03-2020,21.2,28.4,23.4,86,20.6,1.2,3,330,1,C 
20-03-2020,20.4,27.8,22.5,91,19.4,3.3,3,240,1,C 
21-03-2020,19.9,29,23.4,86,28.2,3,4,270,2,W 
22-03-2020,22,27.6,24.2,82,0.8,4.4,2,130,1,SE
23-03-2020,20.6,28,23.1,82,8888,1,3,100,1,C 
24-03-2020,20.2,29.2,23.2,83,2.2,0.7,6,270,1,C 
25-03-2020,20.3,31,24.1,82,2.4,4.3,4,240,2,NW
26-03-2020,21.8,29.4,24.6,84,21.8,6,3,240,1,C 
27-03-2020,21.4,29.4,24.2,85,26.5,3.4,2,110,1,C 
28-03-2020,21,29,23.8,84,0.8,4.9,3,240,1,C 
29-03-2020,20.9,29.2,23.4,87,12.6,3.7,3,320,2,SE
30-03-2020,20.2,29.8,23.2,86,16.2,2.8,5,270,2,W 
31-03-2020,20,30,22.9,86,59.7,5,3,100,1,C 
01-04-2020,20.2,29.6,24.3,83,48,5.5,3,90,1,C 
02-04-2020,20.8,30.6,24.1,81,0,5.9,6,290,2,W 
03-04-2020,20.8,30.4,24.7,76,,6.1,5,240,2,SW
04-04-2020,21,30.8,24.4,80,0,8.1,3,300,1,C 
05-04-2020,20.4,30,23.3,86,42.1,6.1,3,120,1,C 
06-04-2020,20.4,29.2,22.3,92,4,5,5,330,2,C 
07-04-2020,20.6,31.4,23.9,84,6.2,2.9,5,270,2,W 
08-04-2020,20.6,30,24.6,79,5.1,7.1,4,320,2,C 
09-04-2020,20.8,29.4,24,82,5.2,9.1,3,270,1,C 
10-04-2020,20.6,29.4,23.4,84,,5,5,230,2,SE
11-04-2020,20,30.8,23.7,82,41.5,5.7,3,320,1,C 
12-04-2020,20.4,31,24.7,77,1,3.6,3,250,1,C 
13-04-2020,20.4,30.8,25.6,78,,2.6,5,270,2,C 
14-04-2020,21.3,31.1,25,80,,7.4,6,290,3,W 
15-04-2020,21.6,28.8,24.7,79,0,8.8,3,240,1,C 
16-04-2020,21.8,27,24.1,86,6.6,2.8,3,260,1,C 
17-04-2020,21.2,29.4,23.6,84,37.2,3.1,3,270,2,C 
18-04-2020,20,28.4,23.2,83,7.4,5.8,4,310,2,C 
19-04-2020,20,30.4,23.9,83,0.4,4.3,3,240,1,C 
